country,country_serial,metric,unit,sector,sub_sector,sub_sub_sector,source_link,source,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Gambia,22,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,23,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,24,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea Bissau,25,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,26,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,27,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,28,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,29,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,30,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,31,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,32,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,33,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,34,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,35,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,36,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,37,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,38,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,39,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,40,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,41,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,42,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,43,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,44,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,45,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,46,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,47,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,48,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,49,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,50,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,51,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,52,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,53,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,54,Electricity final consumption,GWh,Electricity,Supply,Electricity final consumption (GWh),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Algeria,1,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,2,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,3,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,4,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,5,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,6,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,7,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Verde,8,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,9,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,10,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Comoros,11,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Congo Democratic Republic,12,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Congo Republic,13,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,14,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,15,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,16,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,17,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,18,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,19,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,20,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,21,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Gambia,22,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,23,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,24,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea Bissau,25,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,26,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,27,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,28,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,29,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,30,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,31,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,32,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,33,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,34,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,35,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,36,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,37,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,38,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,39,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,40,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,41,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,42,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,43,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,44,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,45,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,46,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,47,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,48,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,49,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,50,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,51,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,52,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,53,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,54,Electricity installed capacity in Geothermal,MW,Electricity,Technical,Electricity installed capacity in Geothermal (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Algeria,1,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,2,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,3,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,4,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,5,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Burundi,6,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,7,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Verde,8,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,9,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,10,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Comoros,11,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Congo Democratic Republic,12,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Congo Republic,13,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,14,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,15,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,16,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,17,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,18,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,19,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,20,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,21,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Gambia,22,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,23,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,24,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea Bissau,25,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,26,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,27,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,28,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,29,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,30,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,31,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,32,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,33,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,34,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,35,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,36,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,37,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,38,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,39,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,40,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,41,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,42,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,43,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,44,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,45,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,46,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,47,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,48,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,49,Electricity installed capacity in Hydropower,MW,Electricity,Technical,Electricity installed capacity in Hydropower (MW),https://africa-energy-portal.org/database,Africa Energy Portal,,,,,,,,,,,,,,,,,,,,,,,,,
